,Unnamed: 0,Region,Date,Estimated_fire_area,Mean_estimated_fire_brightness,Mean_estimated_fire_radiative_power,Mean_confidence,Std_confidence,Var_confidence,Count,Replaced,Year,Month
110,110,NSW,2005-04-21,83.53254237,318.6974576,41.41694915,84.96610169,6.923139864,47.92986558,59,R,2005,4
111,111,NSW,2005-04-22,94.99777778,313.0018519,79.37037037,85.0,7.9711016510000015,63.53846154,27,R,2005,4
112,112,NSW,2005-04-23,16.73466667,318.4866667,35.70666667,87.26666667,7.959420893,63.35238095,15,R,2005,4
113,113,NSW,2005-04-24,8.84,304.4166667,28.3,85.83333333,5.741660619,32.96666667,6,R,2005,4
114,114,NSW,2005-04-25,11.021,321.465,45.96,86.8,9.307106007,86.62222222,10,R,2005,4
115,115,NSW,2005-04-26,106.7393939,316.9090909,146.92424240000003,87.03030303,8.079622703,65.28030303,33,R,2005,4
116,116,NSW,2005-04-27,117.0734783,320.6731884,71.07536232,86.26086957,7.043253288,49.60741688,69,R,2005,4
117,117,NSW,2005-04-28,181.2103704,324.57175930000005,95.28425926,88.67592593,8.377572087999999,70.18371409,108,R,2005,4
118,118,NSW,2005-04-29,22.78,311.5,107.45,82.5,2.886751346,8.333333332999999,4,R,2005,4
119,119,NSW,2005-04-30,27.57521739,316.0391304,48.17826087,86.0,9.140320265,83.54545455,23,R,2005,4
120,120,NSW,2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,5
121,121,NSW,2005-05-02,62.32745763,320.7864407,60.6559322,88.22033898,8.321280978999999,69.24371712,59,R,2005,5
122,122,NSW,2005-05-03,73.8,320.6868421000001,397.4947368,89.52631579,9.269834117,85.92982456,19,R,2005,5
123,123,NSW,2005-05-04,51.61578947,324.6210526,124.9315789,88.44736842,8.955437329,80.19985775,38,R,2005,5
124,124,NSW,2005-05-05,40.88888889,315.1833333,70.38888889,87.16666667,9.069989299,82.26470588,18,R,2005,5
125,125,NSW,2005-05-06,33.30526316,311.9763158,39.25789474,85.89473684,6.870991654,47.21052632,19,R,2005,5
126,126,NSW,2005-05-07,28.98947368,320.9131579,81.13157895,88.31578947,9.333646611,87.11695906,19,R,2005,5
127,127,NSW,2005-05-08,13.0,310.0,46.27777778,86.0,9.287087811000001,86.25,9,R,2005,5
128,128,NSW,2005-05-09,30.02086957,315.5695652,36.21304348,85.08695652,6.119366006,37.44664032,23,R,2005,5
129,129,NSW,2005-05-10,132.7022857,324.63,479.4885714,91.77142857,8.845356756000001,78.24033613,35,R,2005,5
130,130,NSW,2005-05-11,55.10416667,320.9635417,70.41041667,88.1875,8.506958979,72.36835106,48,R,2005,5
131,131,NSW,2005-05-12,119.9763158,314.8881579,146.3763158,88.39473684,8.799691252999999,77.43456615,38,R,2005,5
132,132,NSW,2005-05-13,30.65333333,313.83,53.75333333,84.0,5.503245796,30.28571429,15,R,2005,5
133,133,NSW,2005-05-14,28.56235294,315.7088235,65.76470588,84.29411765,7.768242287,60.34558824,17,R,2005,5
134,134,NSW,2005-05-15,43.608,309.62,80.92,80.3,2.584139659,6.677777777999999,10,R,2005,5
135,135,NSW,2005-05-16,22.4,313.8111111,35.56666667,85.83333333,5.923532332000001,35.08823529,18,R,2005,5
136,136,NSW,2005-05-17,77.81,305.9861111,108.6611111,87.77777778,9.321420969,86.88888889,18,R,2005,5
137,137,NSW,2005-05-18,45.24571429,312.902381,37.22380952,85.59523809999997,7.701946297999999,59.31997677,42,R,2005,5
138,138,NSW,2005-05-19,61.80625,311.5625,75.84166667,84.58333333,6.69143948,44.77536232,24,R,2005,5
139,139,NSW,2005-05-20,46.91742857,313.0114286000001,46.90571429,85.57142857,5.751141648,33.07563025,35,R,2005,5
140,140,NSW,2005-05-21,69.156,308.644,58.312,82.08,4.517742799,20.41,25,R,2005,5
141,141,NSW,2005-05-22,19.70818182,310.7454545,32.95454545,80.36363636,5.16280403,26.65454545,11,R,2005,5
142,142,NSW,2005-05-23,60.635,320.4595238,120.897619,88.42857143,8.762845225,76.78745645,42,R,2005,5
143,143,NSW,2005-05-24,32.67,311.075,121.6833333,87.0,8.124038405,66.0,12,R,2005,5
144,144,NSW,2005-05-25,37.496875,315.5625,55.51875,86.5,8.717797887,76.0,32,R,2005,5
145,145,NSW,2005-05-26,179.2108108,308.7243243000001,147.98378380000003,85.0,6.271629241,39.33333333,37,R,2005,5
146,146,NSW,2005-05-27,17.70352941,312.0176471000001,29.85882353,84.23529412,6.731729085,45.31617647,17,R,2005,5
147,147,NSW,2005-05-28,57.29,307.255,133.22,82.0,5.011098793,25.11111111,10,R,2005,5
148,148,NSW,2005-05-29,35.5668,317.03,67.58800000000001,87.72,8.701149349,75.71,25,R,2005,5
149,149,NSW,2005-05-30,64.02564103,313.8641026,87.58717949,86.33333333,7.473931303,55.85964912,39,R,2005,5
150,150,NSW,2005-05-31,32.1,314.7083333,83.75,86.94444444,8.134691304,66.17320261,18,R,2005,5
151,151,NSW,2005-06-01,56.52738095,311.0130952,35.79761905,84.42857143,6.4397502489999985,41.47038328,42,R,2005,6
152,152,NSW,2005-06-02,49.5,309.1307692,81.91538462,81.23076923,7.013722812999999,49.19230769,13,R,2005,6
153,153,NSW,2005-06-03,61.32793103,316.43620689999995,44.45689655,86.44827586,7.923255608,62.77797943,58,R,2005,6
154,154,NSW,2005-06-04,16.416,310.26,103.32,86.6,6.426507605,41.3,5,R,2005,6
155,155,NSW,2005-06-05,12.77777778,312.9166667,32.34444444,83.22222222,6.016181883,36.19444444,9,R,2005,6
156,156,NSW,2005-06-06,107.1466667,309.4679487,89.92820513,83.23076923,6.776358044,45.91902834,39,R,2005,6
157,157,NSW,2005-06-07,91.04923077,310.6384615,62.05641026,83.28205128,5.9291817039999986,35.15519568,39,R,2005,6
158,158,NSW,2005-06-08,22.80625,309.196875,44.975,84.5625,5.04603805,25.4625,16,R,2005,6
159,159,NSW,2005-06-09,16.975,309.78125,134.9875,90.5,11.25039682,126.5714286,8,R,2005,6
160,160,NSW,2005-06-10,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
161,161,NSW,2005-06-11,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
162,162,NSW,2005-06-12,1.0,302.55,17.9,79.0,0.0,0.0,1,R,2005,6
163,163,NSW,2005-06-13,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
164,164,NSW,2005-06-14,8.613333333,301.0583333,38.26666667,84.66666667,4.966554809,24.66666667,6,R,2005,6
165,165,NSW,2005-06-15,2.75,306.65,41.25,85.5,9.192388155,84.5,2,R,2005,6
166,166,NSW,2005-06-16,4.646666667,309.7666667,47.26666667,85.33333333,10.06644591,101.3333333,3,R,2005,6
167,167,NSW,2005-06-17,5.6160000000000005,314.26,117.02,97.4,5.813776741,33.8,5,R,2005,6
168,168,NSW,2005-06-18,5.27,301.3,71.9,77.0,0.0,0.0,1,R,2005,6
169,169,NSW,2005-06-19,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
170,170,NSW,2005-06-20,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
171,171,NSW,2005-06-21,2.86,295.15,20.45,81.0,1.4142135619999998,2.0,2,R,2005,6
172,172,NSW,2005-06-22,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
173,173,NSW,2005-06-23,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
174,174,NSW,2005-06-24,2.1,303.3,21.9,79.5,4.949747468,24.5,2,R,2005,6
175,175,NSW,2005-06-25,9.6,300.7,145.9,76.0,0.0,0.0,1,R,2005,6
176,176,NSW,2005-06-26,14.4,307.62857139999994,29.35714286,84.28571429,5.525167195,30.52747253,14,R,2005,6
177,177,NSW,2005-06-27,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
178,178,NSW,2005-06-28,18.83294118,310.6852941,46.41176471,85.35294118,6.754083732000001,45.61764706,17,R,2005,6
179,179,NSW,2005-06-29,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
180,180,NSW,2005-06-30,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,6
181,181,NSW,2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
182,182,NSW,2005-07-02,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
183,183,NSW,2005-07-03,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
184,184,NSW,2005-07-04,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
185,185,NSW,2005-07-05,13.0,317.76538460000006,82.54615385,88.30769231,8.14846218,66.39743589999999,13,R,2005,7
186,186,NSW,2005-07-06,3.1,308.2333333,41.36666667,88.0,10.44030651,109.0,3,R,2005,7
187,187,NSW,2005-07-07,2.31,311.025,29.4,85.5,6.3639610310000005,40.5,2,R,2005,7
188,188,NSW,2005-07-08,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
189,189,NSW,2005-07-09,2.8,294.65,37.8,79.0,0.0,0.0,1,R,2005,7
190,190,NSW,2005-07-10,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
191,191,NSW,2005-07-11,4.18,307.45,32.4,81.0,7.8102496760000015,61.0,3,R,2005,7
192,192,NSW,2005-07-12,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
193,193,NSW,2005-07-13,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
194,194,NSW,2005-07-14,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
195,195,NSW,2005-07-15,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
196,196,NSW,2005-07-16,1.0,308.25,24.2,83.0,0.0,0.0,1,R,2005,7
197,197,NSW,2005-07-17,7.167999999999998,306.84,37.78,86.4,6.503845017000001,42.3,5,R,2005,7
198,198,NSW,2005-07-18,7.245,309.275,29.71666667,83.83333333,5.076087732,25.76666667,6,R,2005,7
199,199,NSW,2005-07-19,13.89375,308.78125,45.2875,84.125,3.758324095,14.125,8,R,2005,7
200,200,NSW,2005-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,7
201,201,NSW,2005-07-21,4.0,308.5,28.9,84.0,7.571877794,57.33333333,4,R,2005,7
202,202,NSW,2005-07-22,3.48,298.25,33.6,79.0,1.4142135619999998,2.0,2,R,2005,7
203,203,NSW,2005-07-23,3.84,306.7,23.46666667,80.0,3.605551275,13.0,3,R,2005,7
204,204,NSW,2005-07-24,8.96,302.925,84.3,79.0,2.828427125,8.0,2,R,2005,7
205,205,NSW,2005-07-25,13.12,314.4541667,41.73333333,87.0,8.655003808,74.90909091,12,R,2005,7
206,206,NSW,2005-07-26,2.94,309.8,67.1,83.0,0.0,0.0,1,R,2005,7
207,207,NSW,2005-07-27,3.335,303.35,33.95,82.5,3.5355339060000004,12.5,2,R,2005,7
208,208,NSW,2005-07-28,6.075,312.1625,36.725,84.0,4.3204937989999985,18.66666667,4,R,2005,7
209,209,NSW,2005-07-29,2.64,303.025,31.1,91.0,9.899494937,98.0,2,R,2005,7
210,210,NSW,2005-07-30,6.405,308.7166667,23.51666667,83.66666667,4.926120854,24.26666667,6,R,2005,7
211,211,NSW,2005-07-31,12.875,304.3416667,40.75,84.5,8.961026727,80.3,6,R,2005,7
212,212,NSW,2005-08-01,16.92,308.7269231,28.46153846,81.76923077,5.775722843,33.35897436,13,R,2005,8
213,213,NSW,2005-08-02,11.70545455,316.2454545,51.4,90.72727273,6.435695908,41.41818182,11,R,2005,8
214,214,NSW,2005-08-03,8.91,309.5375,26.1125,81.375,5.208166664,27.125,8,R,2005,8
215,215,NSW,2005-08-04,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,8
216,216,NSW,2005-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,8
217,217,NSW,2005-08-06,1.1,315.4,43.9,91.0,0.0,0.0,1,R,2005,8
218,218,NSW,2005-08-07,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,8
219,219,NSW,2005-08-08,11.48875,306.525,29.15,83.875,6.833478512,46.69642857,8,R,2005,8
220,220,NSW,2005-08-09,3.6,302.925,60.6,100.0,0.0,0.0,2,R,2005,8
221,221,NSW,2005-08-10,43.775,310.5325,30.3775,83.425,6.025107723,36.30192308,40,R,2005,8
222,222,NSW,2005-08-11,12.65,302.9375,29.6125,79.125,2.587745848,6.696428571,8,R,2005,8
223,223,NSW,2005-08-12,3.946666667,309.5166667,51.46666667,87.66666667,4.618802154,21.33333333,3,R,2005,8
224,224,NSW,2005-08-13,14.012,308.59,31.26,83.0,4.0,16.0,10,R,2005,8
225,225,NSW,2005-08-14,6.63,305.9333333,62.0,85.0,4.582575695,21.0,3,R,2005,8
226,226,NSW,2005-08-15,5.507999999999999,310.3,27.54,84.4,4.615192304,21.3,5,R,2005,8
227,227,NSW,2005-08-16,4.783333333,305.2166667,26.23333333,78.66666667,0.577350269,0.333333333,3,R,2005,8
228,228,NSW,2005-08-17,19.15764706,310.8647059,26.02352941,82.05882353,6.504523312999999,42.30882353,17,R,2005,8
229,229,NSW,2005-08-18,27.55125,309.878125,42.1375,83.375,5.6199051,31.58333333,16,R,2005,8
230,230,NSW,2005-08-19,19.12533333,306.6833333,25.42,82.0,4.750939757,22.57142857,15,R,2005,8
231,231,NSW,2005-08-20,3.08,322.95,260.2,100.0,0.0,0.0,1,R,2005,8
232,232,NSW,2005-08-21,8.85,310.05,41.54,83.4,4.979959839,24.8,5,R,2005,8
233,233,NSW,2005-08-22,13.82727273,308.9227273,33.35454545,85.27272727,5.293220364,28.01818182,11,R,2005,8
234,234,NSW,2005-08-23,18.59,303.74375,49.325,85.125,9.62789845,92.69642857,8,R,2005,8
235,235,NSW,2005-08-24,22.09947368,310.5105263000001,30.02105263,84.47368421,4.959484976000001,24.59649123,19,R,2005,8
236,236,NSW,2005-08-25,9.1,306.6833333,129.4,89.0,7.0,49.0,3,R,2005,8
237,237,NSW,2005-08-26,19.52444444,310.8472222000001,28.46666667,84.72222222,7.019347678,49.27124183,18,R,2005,8
238,238,NSW,2005-08-27,8.25,313.3583333,48.31666667,88.83333333,7.467708261,55.76666667,6,R,2005,8
239,239,NSW,2005-08-28,16.416,307.36,54.56,80.2,6.058052492000001,36.7,5,R,2005,8
240,240,NSW,2005-08-29,21.935,323.6525,131.605,89.3,9.257145178,85.69473684,20,R,2005,8
241,241,NSW,2005-08-30,3.45,305.05,41.8,76.0,0.0,0.0,1,R,2005,8
242,242,NSW,2005-08-31,13.82727273,314.05,39.50909091,83.90909091,7.917759095,62.69090909,11,R,2005,8
243,243,NSW,2005-09-01,16.52,307.705,29.36,81.4,3.470510689,12.04444444,10,R,2005,9
244,244,NSW,2005-09-02,7.466666667,312.2666667,23.6,80.16666667,3.0605010480000003,9.366666667,6,R,2005,9
245,245,NSW,2005-09-03,1.21,323.6,115.5,100.0,0.0,0.0,1,R,2005,9
246,246,NSW,2005-09-04,2.2,316.975,35.1,88.0,2.828427125,8.0,2,R,2005,9
247,247,NSW,2005-09-05,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2005,9
248,248,NSW,2005-09-06,6.525,305.65,48.4,78.0,1.4142135619999998,2.0,2,R,2005,9
