Date,Estimated_fire_area,Mean_estimated_fire_brightness,Mean_estimated_fire_radiative_power,Mean_confidence,Region
2005-05-06,33.30526316,311.9763158,39.25789474,85.89473684,NSW
2005-05-07,28.98947368,320.9131579,81.13157895,88.31578947,NSW
2005-05-08,13.0,310.0,46.27777778,86.0,NSW
2005-05-09,30.02086957,315.5695652,36.21304348,85.08695652,NSW
2005-05-10,132.7022857,324.63,479.4885714,91.77142857,NSW
2005-05-11,55.10416667,320.9635417,70.41041667,88.1875,NSW
2005-05-12,119.9763158,314.8881579,146.3763158,88.39473684,NSW
2005-05-13,30.65333333,313.83,53.75333333,84.0,NSW
2005-05-14,28.56235294,315.7088235,65.76470588,84.29411765,NSW
2005-05-15,43.608,309.62,80.92,80.3,NSW
2005-05-16,22.4,313.8111111,35.56666667,85.83333333,NSW
2005-05-17,77.81,305.9861111,108.6611111,87.77777778,NSW
2005-05-18,45.24571429,312.902381,37.22380952,85.59523809999997,NSW
2005-05-19,61.80625,311.5625,75.84166667,84.58333333,NSW
2005-05-20,46.91742857,313.0114286000001,46.90571429,85.57142857,NSW
2005-05-21,69.156,308.644,58.312,82.08,NSW
2005-05-22,19.70818182,310.7454545,32.95454545,80.36363636,NSW
2005-05-23,60.635,320.4595238,120.897619,88.42857143,NSW
2005-05-24,32.67,311.075,121.6833333,87.0,NSW
2005-05-25,37.496875,315.5625,55.51875,86.5,NSW
2005-05-26,179.2108108,308.7243243000001,147.98378380000003,85.0,NSW
2005-05-27,17.70352941,312.0176471000001,29.85882353,84.23529412,NSW
2005-05-28,57.29,307.255,133.22,82.0,NSW
2005-05-29,35.5668,317.03,67.58800000000001,87.72,NSW
2005-05-30,64.02564103,313.8641026,87.58717949,86.33333333,NSW
2005-05-31,32.1,314.7083333,83.75,86.94444444,NSW
2005-06-01,56.52738095,311.0130952,35.79761905,84.42857143,NSW
2005-06-02,49.5,309.1307692,81.91538462,81.23076923,NSW
2005-06-03,61.32793103,316.43620689999995,44.45689655,86.44827586,NSW
2005-06-04,16.416,310.26,103.32,86.6,NSW
2005-06-05,12.77777778,312.9166667,32.34444444,83.22222222,NSW
2005-06-06,107.1466667,309.4679487,89.92820513,83.23076923,NSW
2005-06-07,91.04923077,310.6384615,62.05641026,83.28205128,NSW
2005-06-08,22.80625,309.196875,44.975,84.5625,NSW
2005-06-09,16.975,309.78125,134.9875,90.5,NSW
2005-06-10,0.0,0.0,0.0,0.0,NSW
2005-06-11,0.0,0.0,0.0,0.0,NSW
2005-06-12,1.0,302.55,17.9,79.0,NSW
2005-06-13,0.0,0.0,0.0,0.0,NSW
2005-06-14,8.613333333,301.0583333,38.26666667,84.66666667,NSW
2005-06-15,2.75,306.65,41.25,85.5,NSW
2005-06-16,4.646666667,309.7666667,47.26666667,85.33333333,NSW
2005-06-17,5.6160000000000005,314.26,117.02,97.4,NSW
2005-06-18,5.27,301.3,71.9,77.0,NSW
2005-06-19,0.0,0.0,0.0,0.0,NSW
2005-06-20,0.0,0.0,0.0,0.0,NSW
2005-06-21,2.86,295.15,20.45,81.0,NSW
2005-06-22,0.0,0.0,0.0,0.0,NSW
2005-06-23,0.0,0.0,0.0,0.0,NSW
2005-06-24,2.1,303.3,21.9,79.5,NSW
2005-06-25,9.6,300.7,145.9,76.0,NSW
2005-06-26,14.4,307.62857139999994,29.35714286,84.28571429,NSW
2005-06-27,0.0,0.0,0.0,0.0,NSW
2005-06-28,18.83294118,310.6852941,46.41176471,85.35294118,NSW
2005-06-29,0.0,0.0,0.0,0.0,NSW
2005-06-30,0.0,0.0,0.0,0.0,NSW
2005-07-01,0.0,0.0,0.0,0.0,NSW
2005-07-02,0.0,0.0,0.0,0.0,NSW
2005-07-03,0.0,0.0,0.0,0.0,NSW
2005-07-04,0.0,0.0,0.0,0.0,NSW
2005-07-05,13.0,317.76538460000006,82.54615385,88.30769231,NSW
2005-07-06,3.1,308.2333333,41.36666667,88.0,NSW
2005-07-07,2.31,311.025,29.4,85.5,NSW
2005-07-08,0.0,0.0,0.0,0.0,NSW
2005-07-09,2.8,294.65,37.8,79.0,NSW
2005-07-10,0.0,0.0,0.0,0.0,NSW
2005-07-11,4.18,307.45,32.4,81.0,NSW
2005-07-12,0.0,0.0,0.0,0.0,NSW
2005-07-13,0.0,0.0,0.0,0.0,NSW
2005-07-14,0.0,0.0,0.0,0.0,NSW
2005-07-15,0.0,0.0,0.0,0.0,NSW
2005-07-16,1.0,308.25,24.2,83.0,NSW
2005-07-17,7.167999999999998,306.84,37.78,86.4,NSW
2005-07-18,7.245,309.275,29.71666667,83.83333333,NSW
2005-07-19,13.89375,308.78125,45.2875,84.125,NSW
2005-07-20,0.0,0.0,0.0,0.0,NSW
2005-07-21,4.0,308.5,28.9,84.0,NSW
2005-07-22,3.48,298.25,33.6,79.0,NSW
2005-07-23,3.84,306.7,23.46666667,80.0,NSW
2005-07-24,8.96,302.925,84.3,79.0,NSW
2005-07-25,13.12,314.4541667,41.73333333,87.0,NSW
2005-07-26,2.94,309.8,67.1,83.0,NSW
2005-07-27,3.335,303.35,33.95,82.5,NSW
2005-07-28,6.075,312.1625,36.725,84.0,NSW
2005-07-29,2.64,303.025,31.1,91.0,NSW
2005-07-30,6.405,308.7166667,23.51666667,83.66666667,NSW
2005-07-31,12.875,304.3416667,40.75,84.5,NSW
2005-08-01,16.92,308.7269231,28.46153846,81.76923077,NSW
2005-08-02,11.70545455,316.2454545,51.4,90.72727273,NSW
2005-08-03,8.91,309.5375,26.1125,81.375,NSW
2005-08-04,0.0,0.0,0.0,0.0,NSW
2005-08-05,0.0,0.0,0.0,0.0,NSW
2005-08-06,1.1,315.4,43.9,91.0,NSW
2005-08-07,0.0,0.0,0.0,0.0,NSW
2005-08-08,11.48875,306.525,29.15,83.875,NSW
2005-08-09,3.6,302.925,60.6,100.0,NSW
2005-08-10,43.775,310.5325,30.3775,83.425,NSW
2005-08-11,12.65,302.9375,29.6125,79.125,NSW
2005-08-12,3.946666667,309.5166667,51.46666667,87.66666667,NSW
2005-08-13,14.012,308.59,31.26,83.0,NSW
2005-08-14,6.63,305.9333333,62.0,85.0,NSW
2005-08-15,5.507999999999999,310.3,27.54,84.4,NSW
2005-08-16,4.783333333,305.2166667,26.23333333,78.66666667,NSW
2005-08-17,19.15764706,310.8647059,26.02352941,82.05882353,NSW
2005-08-18,27.55125,309.878125,42.1375,83.375,NSW
2005-08-19,19.12533333,306.6833333,25.42,82.0,NSW
2005-08-20,3.08,322.95,260.2,100.0,NSW
2005-08-21,8.85,310.05,41.54,83.4,NSW
2005-08-22,13.82727273,308.9227273,33.35454545,85.27272727,NSW
2005-08-23,18.59,303.74375,49.325,85.125,NSW
2005-08-24,22.09947368,310.5105263000001,30.02105263,84.47368421,NSW
2005-08-25,9.1,306.6833333,129.4,89.0,NSW
2005-08-26,19.52444444,310.8472222000001,28.46666667,84.72222222,NSW
2005-08-27,8.25,313.3583333,48.31666667,88.83333333,NSW
2005-08-28,16.416,307.36,54.56,80.2,NSW
2005-08-29,21.935,323.6525,131.605,89.3,NSW
2005-08-30,3.45,305.05,41.8,76.0,NSW
2005-08-31,13.82727273,314.05,39.50909091,83.90909091,NSW
2005-09-01,16.52,307.705,29.36,81.4,NSW
2005-09-02,7.466666667,312.2666667,23.6,80.16666667,NSW
2005-09-03,1.21,323.6,115.5,100.0,NSW
2005-09-04,2.2,316.975,35.1,88.0,NSW
2005-09-05,0.0,0.0,0.0,0.0,NSW
2005-09-06,6.525,305.65,48.4,78.0,NSW
2005-09-07,17.135,317.12857139999994,47.83571429,88.21428571,NSW
2005-09-08,9.086,309.62,40.42,89.2,NSW
2005-09-09,21.66315789,315.1342105,26.91578947,82.68421053,NSW
2005-09-10,5.39,311.175,36.325,87.75,NSW
2005-09-11,0.0,0.0,0.0,0.0,NSW
2005-09-12,9.92,306.3,60.64,91.6,NSW
2005-09-13,10.49571429,314.7285714,48.68571429,85.14285714,NSW
2005-09-14,12.15,308.93125,32.45,83.0,NSW
2005-09-15,16.704,306.7,30.69,82.5,NSW
2005-09-16,0.0,0.0,0.0,0.0,NSW
2005-09-17,0.0,0.0,0.0,0.0,NSW
2005-09-18,1.0,304.75,13.8,76.0,NSW
2005-09-19,8.233333333,309.5833333,27.75,81.66666667,NSW
2005-09-20,34.03035714,309.96964289999994,30.39642857,83.32142857,NSW
2005-09-21,25.787,317.7575,51.975,88.1,NSW
2005-09-22,13.32,312.04285710000005,50.67142857,85.14285714,NSW
2005-09-23,26.904,310.52,41.92,85.2,NSW
2005-09-24,13.91,310.7166667,46.96666667,82.0,NSW
2005-09-25,6.047999999999999,315.12,30.94,85.8,NSW
2005-09-26,0.0,0.0,0.0,0.0,NSW
2005-09-27,8.14,311.425,52.11666667,91.83333333,NSW
2005-09-28,8.134285713999999,316.3857143,40.14285714,87.42857143,NSW
2005-09-29,2.1,306.925,17.9,78.0,NSW
2005-09-30,5.928,323.19,59.24,93.0,NSW
2005-10-01,4.995,311.05,42.65,77.0,NSW
2005-10-02,30.0,317.1586957,36.47391304,84.69565217,NSW
2005-10-03,98.03181818,313.5340909,76.58863636,88.81818182,NSW
2005-10-04,54.83042553,329.5265957,88.34255319,91.4893617,NSW
2005-10-05,5.7375,311.9625,25.5,82.75,NSW
2005-10-06,59.78705882,324.8235294,49.47843137,87.45098039,NSW
2005-10-07,8.32,315.675,101.7,82.0,NSW
2005-10-08,42.53653846,317.4826923,47.78461538,83.65384615,NSW
2005-10-09,53.64,315.385,62.63333333,86.96666667,NSW
2005-10-10,27.81,310.68,62.62,84.6,NSW
2005-10-11,41.47944444,320.1541667,38.71111111,85.27777778,NSW
2005-10-12,11.36285714,313.4285713999999,34.37142857,80.0,NSW
2005-10-13,5.72,317.7,42.825,85.75,NSW
2005-10-14,0.0,0.0,0.0,0.0,NSW
2005-10-15,5.88,311.525,60.45,82.0,NSW
2005-10-16,0.0,0.0,0.0,0.0,NSW
2005-10-17,4.6125,306.0125,24.8,89.0,NSW
2005-10-18,6.075,310.2875,32.725,84.0,NSW
2005-10-19,0.0,0.0,0.0,0.0,NSW
2005-10-20,0.0,0.0,0.0,0.0,NSW
2005-10-21,0.0,0.0,0.0,0.0,NSW
2005-10-22,6.6975,317.1125,42.825,85.25,NSW
2005-10-23,0.0,0.0,0.0,0.0,NSW
2005-10-24,16.875,315.7333333,68.78333333,82.66666667,NSW
2005-10-25,1.0,305.0,26.9,100.0,NSW
2005-10-26,15.48,309.2,47.95,89.5,NSW
2005-10-27,9.9975,323.8,37.225,83.625,NSW
2005-10-28,6.325,317.175,39.425,85.75,NSW
2005-10-29,2.31,311.1,20.85,80.0,NSW
2005-10-30,0.0,0.0,0.0,0.0,NSW
2005-10-31,1.32,309.5,19.1,78.0,NSW
2005-11-01,0.0,0.0,0.0,0.0,NSW
2005-11-02,5.6,310.95,48.65,78.5,NSW
2005-11-03,1.68,317.05,19.4,76.0,NSW
2005-11-04,0.0,0.0,0.0,0.0,NSW
2005-11-05,0.0,0.0,0.0,0.0,NSW
2005-11-06,1.21,314.2,18.6,79.0,NSW
2005-11-07,0.0,0.0,0.0,0.0,NSW
2005-11-08,0.0,0.0,0.0,0.0,NSW
2005-11-09,1.32,314.15,20.4,78.0,NSW
2005-11-10,1.0,328.05,27.0,86.0,NSW
2005-11-11,2.8,298.2,34.6,79.0,NSW
2005-11-12,2.0,324.625,38.75,88.5,NSW
2005-11-13,0.0,0.0,0.0,0.0,NSW
2005-11-14,0.0,0.0,0.0,0.0,NSW
2005-11-15,0.0,0.0,0.0,0.0,NSW
2005-11-16,26.37136364,330.9340909,124.6772727,94.59090909,NSW
2005-11-17,2.42,315.975,25.95,87.5,NSW
2005-11-18,2.21,318.9,62.0,86.0,NSW
2005-11-19,1.1,298.7,12.0,76.0,NSW
2005-11-20,0.0,0.0,0.0,0.0,NSW
2005-11-21,1.0,318.25,35.6,88.0,NSW
2005-11-22,0.0,0.0,0.0,0.0,NSW
2005-11-23,0.0,0.0,0.0,0.0,NSW
2005-11-24,0.0,0.0,0.0,0.0,NSW
2005-11-25,0.0,0.0,0.0,0.0,NSW
2005-11-26,0.0,0.0,0.0,0.0,NSW
2005-11-27,12.6,317.925,71.525,80.75,NSW
2005-11-28,4.2,330.1,61.125,87.25,NSW
2005-11-29,0.0,0.0,0.0,0.0,NSW
2005-11-30,4.83,320.15,35.95,85.0,NSW
2005-12-01,2.64,320.675,20.4,79.0,NSW
2005-12-02,3.08,312.95,43.5,76.0,NSW
2005-12-03,7.41,303.9666667,48.4,89.33333333,NSW
2005-12-04,8.61,318.3333333,97.66666667,84.0,NSW
2005-12-05,9.45,332.475,61.3875,88.875,NSW
2005-12-06,6.206666667,315.1666667,38.3,77.33333333,NSW
2005-12-07,9.066666667,313.275,31.11666667,90.16666667,NSW
2005-12-08,4.41,320.9375,30.95,86.25,NSW
2005-12-09,14.706,314.525,30.35,84.1,NSW
2005-12-10,27.36,321.3866667,67.46666667,90.26666667,NSW
2005-12-11,20.15,316.78125,54.5125,88.0,NSW
2005-12-12,6.4,333.0666667,97.4,88.83333333,NSW
2005-12-13,17.20125,316.53125,50.2125,85.5,NSW
2005-12-14,23.31909091,334.6363636000001,61.63181818,89.77272727,NSW
2005-12-15,3.41,323.7166667,29.26666667,83.66666667,NSW
2005-12-16,2.34,319.0,28.1,76.0,NSW
2005-12-17,5.6,329.8,132.5,89.5,NSW
2005-12-18,14.28,327.775,70.9,88.25,NSW
2005-12-19,6.82,340.35,82.72,95.8,NSW
2005-12-20,23.98,321.2147059,41.61176471,91.23529412,NSW
2005-12-21,5.0,343.09,86.1,93.0,NSW
2005-12-22,0.0,0.0,0.0,0.0,NSW
2005-12-23,5.928,325.03,95.84,87.6,NSW
2005-12-24,15.6,339.1625,518.025,96.25,NSW
2005-12-25,65.15558824,335.5220588,171.5323529,95.41176471,NSW
2005-12-26,23.01,341.5227273,197.4272727,95.27272727,NSW
2005-12-27,18.15,329.55,175.54,90.0,NSW
2005-12-28,0.0,0.0,0.0,0.0,NSW
2005-12-29,2.31,317.25,15.1,84.5,NSW
2005-12-30,12.45666667,312.425,43.28333333,84.66666667,NSW
2005-12-31,12.90555556,311.9388889,21.87777778,81.77777778,NSW
2006-01-01,78.35434783,329.4945651999999,118.4913043,91.58695652,NSW
2006-01-02,75.396,316.0642857,69.01428571,91.34285714,NSW
2006-01-03,90.703125,319.2984375,154.225,94.71875,NSW
2006-01-04,20.628,318.5566667,52.14666667,96.26666667,NSW
2006-01-05,32.83882353,312.6794118,72.93529412,92.58823529,NSW
2006-01-06,5.2,329.12,36.48,90.4,NSW
2006-01-07,7.35,313.55,68.15,86.0,NSW
2006-01-08,6.72,336.35,80.975,94.0,NSW
2006-01-09,5.366666667,321.8666667,62.3,88.0,NSW
2006-01-10,3.36,323.45,76.85,81.5,NSW
2006-01-11,0.0,0.0,0.0,0.0,NSW
2006-01-12,0.0,0.0,0.0,0.0,NSW
2006-01-13,0.0,0.0,0.0,0.0,NSW
2006-01-14,1.92,304.75,16.6,83.0,NSW
2006-01-15,8.2075,308.2375,56.8,92.5,NSW
2006-01-16,5.016666667,303.5,19.83333333,87.66666667,NSW
2006-01-17,1.0,318.85,17.8,81.0,NSW
2006-01-18,0.0,0.0,0.0,0.0,NSW
2006-01-19,3.96,325.9,37.36666667,86.66666667,NSW
2006-01-20,0.0,0.0,0.0,0.0,NSW
2006-01-21,1.0,301.85,15.7,92.0,NSW
2006-01-22,4.42,331.025,85.95,90.0,NSW
2006-01-23,29.754,327.42,250.54,87.2,NSW
2006-01-24,3.203333333,324.1,20.56666667,80.66666667,NSW
2006-01-25,3.105,329.525,24.35,82.5,NSW
2006-01-26,1.43,319.9,23.0,81.0,NSW
2006-01-27,0.0,0.0,0.0,0.0,NSW
2006-01-28,0.0,0.0,0.0,0.0,NSW
2006-01-29,0.0,0.0,0.0,0.0,NSW
2006-01-30,5.27,312.3,112.8,78.0,NSW
2006-01-31,10.76625,336.4875,75.0625,94.75,NSW
2006-02-01,26.25,332.0033333,67.56,91.8,NSW
2006-02-02,83.545,325.9520833,297.1333333,89.95833333,NSW
2006-02-03,20.9,330.49,72.82,89.86666667,NSW
2006-02-04,0.0,0.0,0.0,0.0,NSW
2006-02-05,17.38,345.3153846,138.58461540000002,96.46153846,NSW
2006-02-06,237.0504651,321.9337209,265.4593023,95.26744186,NSW
2006-02-07,66.02322581,327.833871,102.3129032,89.80645161,NSW
2006-02-08,25.79058824,327.5676471000001,32.8,84.35294118,NSW
2006-02-09,13.64,320.3833333,33.9,85.58333333,NSW
2006-02-10,16.16888889,326.05555560000005,43.64444444,82.66666667,NSW
2006-02-11,7.691666667000001,303.1666667,20.51666667,90.5,NSW
2006-02-12,31.83529412,329.3117647,140.8941176,93.52941176,NSW
2006-02-13,86.60851852,322.7351852,192.2296296,87.18518519,NSW
2006-02-14,19.43333333,333.45,85.46666667,88.11111111,NSW
2006-02-15,16.472,330.94,88.12,92.7,NSW
2006-02-16,45.562,329.8666667,156.86,89.8,NSW
2006-02-17,20.41764706,332.64411760000013,75.96470588,91.0,NSW
2006-02-18,14.05333333,313.1555556,32.82222222,86.0,NSW
2006-02-19,2.205,322.275,62.9,88.5,NSW
2006-02-20,0.0,0.0,0.0,0.0,NSW
2006-02-21,12.15,328.2428571000001,46.41428571,90.28571429,NSW
2006-02-22,23.40214286,314.9428571,31.54285714,86.0,NSW
2006-02-23,24.02736842,334.5105263000001,100.4,93.63157895,NSW
2006-02-24,6.48,322.8,32.32,85.4,NSW
2006-02-25,0.0,0.0,0.0,0.0,NSW
2006-02-26,0.0,0.0,0.0,0.0,NSW
2006-02-27,5.28,313.875,25.45,84.25,NSW
2006-02-28,15.96,312.24375,33.4125,86.25,NSW
2006-03-01,23.14666667,323.1166667,206.1,82.66666667,NSW
2006-03-02,0.0,0.0,0.0,0.0,NSW
2006-03-03,16.936,323.86,80.68,82.0,NSW
2006-03-04,4.29,329.0666667,99.96666667,91.33333333,NSW
2006-03-05,1.1,314.1,24.6,86.0,NSW
2006-03-06,9.8,312.15,33.63333333,88.0,NSW
2006-03-07,20.87857143,327.60714289999993,62.62142857,87.64285714,NSW
2006-03-08,54.21142857,323.6785713999999,109.3,84.64285714,NSW
2006-03-09,6.613333333,334.25,49.7,91.33333333,NSW
2006-03-10,34.56,321.2,147.94,86.1,NSW
2006-03-11,30.40526316,320.93947369999995,41.26315789,89.68421053,NSW
2006-03-12,30.03230769,318.0384615000001,82.32307692,84.61538462,NSW
2006-03-13,11.232,319.725,27.36,85.8,NSW
2006-03-14,16.68363636,320.3318182,44.28181818,82.45454545,NSW
2006-03-15,17.17916667,317.2791667,48.99166667,91.33333333,NSW
2006-03-16,32.39,319.8958333,111.84166670000002,89.75,NSW
2006-03-17,39.99,319.1208333,109.9583333,83.66666667,NSW
2006-03-18,8.2,327.65625,32.4375,84.5,NSW
2006-03-19,1.32,293.7,14.6,79.0,NSW
2006-03-20,16.68363636,335.3545455000001,98.79090909,91.81818182,NSW
2006-03-21,26.65,329.95,124.2277778,90.83333333,NSW
2006-03-22,2.47,314.1,31.9,76.0,NSW
2006-03-23,30.94708333,331.5375,77.91666667,89.08333333,NSW
2006-03-24,137.58424240000002,320.1848485,144.0121212,86.57575758,NSW
2006-03-25,5.3039999999999985,331.19,44.6,89.2,NSW
2006-03-26,13.31666667,319.9333333,89.96666667,78.0,NSW
2006-03-27,37.01333333,321.085,32.81333333,86.43333333,NSW
2006-03-28,17.54909091,320.4227273,140.3090909,87.45454545,NSW
2006-03-29,4.2025,314.825,35.6,81.5,NSW
2006-03-30,0.0,0.0,0.0,0.0,NSW
2006-03-31,55.575,314.7625,258.975,85.83333333,NSW
